index,n,metric,estimate
2016-02-01,7,mean_squared_error,5.84599661107144
2016-02-08,7,mean_absolute_error,1.823432857142856
2016-02-08,7,mean_squared_error,4.434021083442856
2016-02-15,7,mean_absolute_error,3.0914385714285717
2016-02-15,7,mean_squared_error,12.941388364499998
2016-02-22,7,mean_squared_error,4.050660711342853
2016-02-22,7,mean_absolute_error,1.6766085714285706
2016-02-29,7,mean_absolute_error,2.792072857142855
2016-02-29,7,mean_squared_error,8.520641218414271
2016-03-07,7,mean_absolute_error,2.357837142857138
2016-03-07,7,mean_squared_error,9.663487774428555
2016-03-14,7,mean_absolute_error,1.6740814285714245
2016-03-14,7,mean_squared_error,4.078261954928554
2016-03-21,7,mean_absolute_error,0.9472957142857148
2016-03-21,7,mean_squared_error,1.217967676100002
2016-03-28,7,mean_absolute_error,1.7198385714285718
2016-03-28,7,mean_squared_error,4.010951703699989
2016-04-04,7,mean_absolute_error,2.6306914285714265
2016-04-04,7,mean_squared_error,9.489950829799989
2016-04-11,7,mean_squared_error,2.2920973044714197
2016-04-11,7,mean_absolute_error,1.2659585714285673
2016-04-18,7,mean_absolute_error,0.9216942857142805
2016-04-18,7,mean_squared_error,1.1080084915714161
2016-04-25,7,mean_absolute_error,1.2090457142857158
2016-04-25,7,mean_squared_error,1.6742356881428577
2016-05-02,7,mean_absolute_error,1.9511299999999956
2016-05-02,7,mean_squared_error,5.450634773242837
2016-05-09,7,mean_absolute_error,1.0055899999999973
2016-05-09,7,mean_squared_error,1.4622370883285658
2016-05-16,7,mean_absolute_error,0.9622721428571387
2016-05-16,7,mean_squared_error,1.1939346961607027
2016-05-23,7,mean_squared_error,1.7395372810321525
2016-05-23,7,mean_absolute_error,1.1133264285714308
2016-05-30,7,mean_absolute_error,3.350842142857143
2016-05-30,7,mean_squared_error,29.456571414475043
2016-06-06,7,mean_absolute_error,2.3663457142857105
2016-06-06,7,mean_squared_error,7.880837907199974
2016-06-13,7,mean_absolute_error,4.175722857142856
2016-06-13,7,mean_squared_error,43.56465688154284
2016-06-20,7,mean_absolute_error,1.7762357142857108
2016-06-20,7,mean_squared_error,3.4991815039285585
2016-06-27,7,mean_absolute_error,0.9209528571428551
2016-06-27,7,mean_squared_error,1.0043218232714233
2016-07-04,7,mean_squared_error,31.001090848871446
2016-07-04,7,mean_absolute_error,2.8747842857142856
2016-07-11,7,mean_absolute_error,1.419309999999999
2016-07-11,7,mean_squared_error,2.5479442251857094
2016-07-18,7,mean_absolute_error,3.493408571428571
2016-07-18,7,mean_squared_error,36.530225035028586
2016-07-25,7,mean_absolute_error,1.86173857142857
2016-07-25,7,mean_squared_error,4.606395730014275
2016-08-01,7,mean_absolute_error,1.7432492857142814
2016-08-01,7,mean_squared_error,3.436534698117839
2016-08-08,7,mean_absolute_error,1.0208757142857117
2016-08-08,7,mean_squared_error,1.4023976418714188
2016-08-15,7,mean_absolute_error,0.9221499999999949
2016-08-15,7,mean_squared_error,1.1955251299857035
2016-08-22,7,mean_absolute_error,0.9469921428571364
2016-08-22,7,mean_squared_error,1.0520451930892734
